policyID,county,hu_site_limit,fr_site_limit,tiv_2012,hu_site_deductible
604743,OKALOOSA COUNTY,78723,78723,101215.18,0
692332,OKALOOSA COUNTY,7002,7002,8934.17,0
427050,OKALOOSA COUNTY,666,666,1097.72,0
988573,OKALOOSA COUNTY,666,666,938.15,0
940597,OKALOOSA COUNTY,666,666,1012.99,0
239535,OKALOOSA COUNTY,279,279,301.3,0
347408,OKALOOSA COUNTY,279,279,256.38,0
538280,OKALOOSA COUNTY,7686,7686,9393.89,0
551460,OKALOOSA COUNTY,2025,2025,1816.21,40.5
749963,OKALOOSA COUNTY,61470,61470,65561.44,1229.4
161927,OKALOOSA COUNTY,2187,2187,1939.22,0
150363,OKALOOSA COUNTY,2187,2187,2813.33,0
107975,OKALOOSA COUNTY,2187,2187,3232.34,0
346822,OKALOOSA COUNTY,243,243,185.24,0
541383,OKALOOSA COUNTY,243,243,208.22,0
776492,OKALOOSA COUNTY,621,621,645.58,0
794095,OKALOOSA COUNTY,621,621,651.78,0
975186,OKALOOSA COUNTY,17910000,0,17370000,0
913911,OKALOOSA COUNTY,490849.58,0,692031.15,0
411601,OKALOOSA COUNTY,591420.6,0,596797.2,0
151923,OKALOOSA COUNTY,14040000,0,13230000,0
819754,OKALOOSA COUNTY,30510000,30510000,42570000,0
154536,OKALOOSA COUNTY,7486975.8,7486975.8,11160000,0
761630,OKALOOSA COUNTY,2250,2250,1687.77,67.5
620772,OKALOOSA COUNTY,3538339.2,3538339.2,4076725.82,0
294679,OKALOOSA COUNTY,63000,63000,48978.97,0
624136,OKALOOSA COUNTY,27090000,0,26460000,0
721031,OKALOOSA COUNTY,27090000,0,29790000,0
927124,OKALOOSA COUNTY,204831,204831,295883.3,0
304866,OKALOOSA COUNTY,4147.09,0,5319.06,0
346806,OKALOOSA COUNTY,1697293.23,0,2622827.23,0
653887,OKALOOSA COUNTY,187753.5,187753.5,161748.14,0
949615,OKALOOSA COUNTY,187753.5,187753.5,266726.75,0
536648,OKALOOSA COUNTY,187753.5,187753.5,267379.76,0
633500,OKALOOSA COUNTY,187753.5,187753.5,246584.18,0
622395,OKALOOSA COUNTY,176351.4,176351.4,245737.92,0
633813,OKALOOSA COUNTY,176351.4,176351.4,256993.37,0
225863,OKALOOSA COUNTY,176351.4,176351.4,278846.83,0
226126,OKALOOSA COUNTY,176351.4,176351.4,249663.67,0
772926,OKALOOSA COUNTY,176351.4,176351.4,175910.52,0
147594,OKALOOSA COUNTY,176351.4,176351.4,208807.11,0
125807,OKALOOSA COUNTY,176351.4,176351.4,189641.24,0
363724,OKALOOSA COUNTY,364724.1,364724.1,387616.01,0
996010,OKALOOSA COUNTY,749345.4,749345.4,793035.23,0
986423,OKALOOSA COUNTY,364724.1,364724.1,476183.78,0
253156,OKALOOSA COUNTY,729448.2,729448.2,741557.04,0
729943,OKALOOSA COUNTY,749345.4,749345.4,857877.59,0
391026,OKALOOSA COUNTY,364724.1,364724.1,602682.5,0
412655,OKALOOSA COUNTY,285210,285210,262279.12,8556.3
647057,OKALOOSA COUNTY,352281.6,352281.6,365778.21,0
779973,OKALOOSA COUNTY,364724.1,364724.1,339504.16,0
689489,OKALOOSA COUNTY,352281.6,352281.6,529223.49,0
990714,OKALOOSA COUNTY,704563.2,704563.2,624365.59,0
706555,OKALOOSA COUNTY,352281.6,352281.6,300900.62,0
129296,OKALOOSA COUNTY,704563.2,704563.2,1087461.59,0
327539,OKALOOSA COUNTY,650817,650817,914667.97,0
118944,OKALOOSA COUNTY,650817,650817,627916.05,0
144243,OKALOOSA COUNTY,650817,650817,829791.68,0
437444,OKALOOSA COUNTY,808023.6,808023.6,810431.51,0
670813,OKALOOSA COUNTY,808023.6,808023.6,903388.16,0
575467,OKALOOSA COUNTY,404011.8,404011.8,527203.08,0
699009,OKALOOSA COUNTY,704563.2,704563.2,707073.56,0
671436,OKALOOSA COUNTY,352236.6,352236.6,439084.06,0
413834,OKALOOSA COUNTY,352236.6,352236.6,499365.12,0
239946,OKALOOSA COUNTY,352236.6,352236.6,488239.38,0
990000,OKALOOSA COUNTY,352236.6,352236.6,574376.73,0
826462,OKALOOSA COUNTY,364724.1,364724.1,388644.17,0
316214,OKALOOSA COUNTY,531638.1,531638.1,603547.47,0
492961,OKALOOSA COUNTY,352281.6,352281.6,450704.15,0
442410,OKALOOSA COUNTY,531638.1,531638.1,509887.72,0
896508,OKALOOSA COUNTY,1063276.2,1063276.2,1101926.29,0
870816,OKALOOSA COUNTY,1694376,1694376,2083370.84,0
677914,OKALOOSA COUNTY,423594,423594,650787.79,0
176452,OKALOOSA COUNTY,1270782,1270782,1180576.81,0
970883,OKALOOSA COUNTY,910024.2,910024.2,1450487.57,0
725467,OKALOOSA COUNTY,1122084.9,1122084.9,1064167.37,0
770729,OKALOOSA COUNTY,420480,420480,463670.86,12614.4
766802,OKALOOSA COUNTY,687780,687780,706315.67,20633.4
588698,OKALOOSA COUNTY,869490,869490,1201109.14,26084.7
298126,OKALOOSA COUNTY,1111282.2,1111282.2,1488006.87,0
122168,OKALOOSA COUNTY,21157.2,21157.2,33280.28,0
892180,OKALOOSA COUNTY,72316.8,72316.8,109206.32,0
948179,OKALOOSA COUNTY,65063.7,65063.7,99360.08,0
337833,OKALOOSA COUNTY,57879,57879,60543.29,0
554172,OKALOOSA COUNTY,53100,53100,44213.82,1593
669026,OKALOOSA COUNTY,42484.5,42484.5,49560.29,0
264935,OKALOOSA COUNTY,397585.8,397585.8,405418.24,0
505926,OKALOOSA COUNTY,21600,21600,28055.81,648
465988,OKALOOSA COUNTY,30359.7,30359.7,30068,0
271099,OKALOOSA COUNTY,82925.1,82925.1,102566.08,0
556902,OKALOOSA COUNTY,187753.5,187753.5,283944.12,0
485501,OKALOOSA COUNTY,187753.5,187753.5,225287.3,0
599108,OKALOOSA COUNTY,176351.4,176351.4,269986.59,0
358359,OKALOOSA COUNTY,33020.1,33020.1,41196.54,0
278650,OKALOOSA COUNTY,920621.25,0,1008927.24,0
609336,OKALOOSA COUNTY,638081.62,0,650257.49,0
572254,OKALOOSA COUNTY,70110000,70110000,121500000,0
385575,OKALOOSA COUNTY,2286694.8,2286694.8,2055281.29,0
522335,OKALOOSA COUNTY,540000,540000,687602.52,27000
834638,OKALOOSA COUNTY,144210.91,0,171696.36,0
635324,OKALOOSA COUNTY,42887.32,0,42242.29,0
570424,OKALOOSA COUNTY,31698.34,0,34970.63,0
942863,OKALOOSA COUNTY,136320.27,0,101197.36,0
470637,OKALOOSA COUNTY,162396.08,0,187770.14,0
996559,OKALOOSA COUNTY,316029.52,0,457016.61,0
301932,OKALOOSA COUNTY,14577.09,0,16127.8,0
632025,OKALOOSA COUNTY,137815.13,0,143746.69,0
229880,OKALOOSA COUNTY,495308.93,0,407063.21,0
109576,OKALOOSA COUNTY,11131.74,0,15413.16,0
788175,OKALOOSA COUNTY,1357.94,0,1830.91,0
914574,OKALOOSA COUNTY,0,0,1659319.02,0
569415,OKALOOSA COUNTY,481743,481743,642356.12,0
821291,OKALOOSA COUNTY,58986,58986,63708.3,0
634124,OKALOOSA COUNTY,1599480,1599480,2220909.97,31989.6
185970,OKALOOSA COUNTY,64746,64746,103993.47,0
436744,OKALOOSA COUNTY,103887,103887,132219.69,0
704860,OKALOOSA COUNTY,63747,63747,86532.73,0
101647,OKALOOSA COUNTY,1334934,1334934,2160991.16,0
850933,OKALOOSA COUNTY,494811,494811,544923.48,0
368464,OKALOOSA COUNTY,8838,8838,16862.9,0
104727,OKALOOSA COUNTY,4473,4473,6485.08,0
225655,OKALOOSA COUNTY,5085,5085,8887.93,101.7
615422,OKALOOSA COUNTY,18720,18720,22077.62,374.4
206104,OKALOOSA COUNTY,15822,15822,26485.27,0
709548,OKALOOSA COUNTY,2979,2979,4074.5,0
226074,OKALOOSA COUNTY,2205,2205,2666.53,44.1
518819,OKALOOSA COUNTY,2850842.7,2850842.7,3974667.7,0
652298,OKALOOSA COUNTY,2480805.9,2480805.9,2827835.91,0
353715,OKALOOSA COUNTY,517500,517500,416964.24,0
319395,OKALOOSA COUNTY,11070000,0,7945623.56,0
400381,OKALOOSA COUNTY,11880,11880,16235.16,237.6
298323,OKALOOSA COUNTY,574992,574992,497361.18,0
845239,OKALOOSA COUNTY,7857,7857,9875.82,0
813847,OKALOOSA COUNTY,9846,9846,12814.65,0
964981,OKALOOSA COUNTY,1308951,1308951,1507126.18,0
885249,OKALOOSA COUNTY,4365,4365,5305.2,87.3
923289,OKALOOSA COUNTY,594,594,599.82,0
126697,OKALOOSA COUNTY,4104,4104,4378.97,0
132123,OKALOOSA COUNTY,164007,164007,250443.61,0
840286,OKALOOSA COUNTY,477,477,468.11,0
682904,OKALOOSA COUNTY,43470,43470,68373.96,869.4
257187,OKALOOSA COUNTY,18612,18612,26529.21,0
560496,OKALOOSA COUNTY,246411,246411,295725.73,0
746359,OKALOOSA COUNTY,72837,72837,94104.82,0
190282,OKALOOSA COUNTY,72837,72837,57812.77,0
104333,OKALOOSA COUNTY,72837,72837,59994.38,0
820974,OKALOOSA COUNTY,1217151,1217151,1525175.4,0
482419,OKALOOSA COUNTY,501750,501750,426326.94,10035
300169,OKALOOSA COUNTY,334701,334701,474585.6,0
653797,OKALOOSA COUNTY,334701,334701,279515.5,0
497445,OKALOOSA COUNTY,14427,14427,17124.99,0
504791,OKALOOSA COUNTY,6885,6885,7658.87,137.7
974677,OKALOOSA COUNTY,3150,3150,2863.63,63
765649,OKALOOSA COUNTY,1122903,1122903,1417498.85,0
494391,OKALOOSA COUNTY,1143,1143,1277.61,0
456862,OKALOOSA COUNTY,119169,119169,150002.79,0
242153,OKALOOSA COUNTY,6291,6291,6182.79,0
947099,OKALOOSA COUNTY,46071,46071,39642.81,0
297233,OKALOOSA COUNTY,17280,17280,22908.61,345.6
874742,OKALOOSA COUNTY,15822,15822,11697.74,0
360668,OKALOOSA COUNTY,12960,12960,15575.64,259.2
435391,OKALOOSA COUNTY,3087,3087,3721.07,0
171307,OKALOOSA COUNTY,7118145,7118145,7698807.68,142362.9
239305,OKALOOSA COUNTY,3103497,3103497,3485574.72,0
930747,OKALOOSA COUNTY,22302,22302,19632.63,0
625422,OKALOOSA COUNTY,22302,22302,22516.01,0
130055,OKALOOSA COUNTY,12393,12393,15172.75,0
844995,OKALOOSA COUNTY,2529,2529,2220.73,0
459561,OKALOOSA COUNTY,75600,75600,62306.5,1512
462242,OKALOOSA COUNTY,14040,14040,18458.16,280.8
146416,OKALOOSA COUNTY,4761,4761,3950.53,0
570060,OKALOOSA COUNTY,7659,7659,7222.96,0
536378,OKALOOSA COUNTY,5256,5256,7298.06,0
213647,OKALOOSA COUNTY,4005,4005,4605.3,80.1
920679,OKALOOSA COUNTY,13284,13284,16191.71,0
926661,OKALOOSA COUNTY,13284,13284,21060.13,0
558833,OKALOOSA COUNTY,9657,9657,13025.13,0
974897,OKALOOSA COUNTY,4284,4284,7505.34,0
207143,OKALOOSA COUNTY,1333152,1333152,991205.18,0
913546,OKALOOSA COUNTY,727263,727263,730646.23,0
870447,OKALOOSA COUNTY,7569,7569,6710.72,0
552493,OKALOOSA COUNTY,3366,3366,3394.31,0
510748,OKALOOSA COUNTY,6174,6174,6959.18,0
938188,OKALOOSA COUNTY,3600,3600,4151.04,72
532913,OKALOOSA COUNTY,190251,190251,162100.7,0
167499,OKALOOSA COUNTY,3384,3384,3521.93,0
765386,OKALOOSA COUNTY,12960,12960,15826.64,259.2
210890,OKALOOSA COUNTY,889911,889911,891891.05,0
262962,OKALOOSA COUNTY,12402,12402,13243.76,0
616053,OKALOOSA COUNTY,14643,14643,15881.65,0
784997,OKALOOSA COUNTY,5040,5040,6963.21,100.8
861634,OKALOOSA COUNTY,2592,2592,2602.65,0
109830,OKALOOSA COUNTY,1296,1296,1402.17,0
266063,OKALOOSA COUNTY,21843,21843,32938.55,0
457869,OKALOOSA COUNTY,10737,10737,12199.38,0
741249,OKALOOSA COUNTY,1584,1584,2031.99,0
763585,OKALOOSA COUNTY,47223,47223,86044.08,0
949907,OKALOOSA COUNTY,47223,47223,47496.66,0
191615,OKALOOSA COUNTY,47223,47223,54372.56,0
818768,OKALOOSA COUNTY,47223,47223,86928.1,0
194701,OKALOOSA COUNTY,1421325,1421325,1478263.28,28426.5
910643,OKALOOSA COUNTY,1978461,1978461,1618578.94,0
637252,OKALOOSA COUNTY,207693,207693,216720.17,0
370830,OKALOOSA COUNTY,55800,55800,79542.96,1116
677724,OKALOOSA COUNTY,292824,292824,264520.8,0
850978,OKALOOSA COUNTY,246609,246609,346140.39,0
375369,OKALOOSA COUNTY,190404,190404,142825.85,0
446144,OKALOOSA COUNTY,4437,4437,5272.78,0
487346,OKALOOSA COUNTY,43326,43326,44607.93,0
523299,OKALOOSA COUNTY,22095,22095,23561.2,441.9
339883,OKALOOSA COUNTY,9405,9405,16315.04,188.1
804691,OKALOOSA COUNTY,3384,3384,4597.64,0
579920,OKALOOSA COUNTY,22977,22977,31803.38,0
993078,OKALOOSA COUNTY,328500,328500,353441.03,16425
109832,OKALOOSA COUNTY,424314.9,0,504884.24,0
905794,OKALOOSA COUNTY,120060,0,147249.75,0
346428,OKALOOSA COUNTY,4837500,4837500,5542672.05,241875
972835,OKALOOSA COUNTY,1800,1800,2061.28,90
442072,OKALOOSA COUNTY,1148400,1148400,1852346.23,57420
974847,OKALOOSA COUNTY,1461.41,0,1220.57,0
455276,OKALOOSA COUNTY,1461.41,0,1224.78,0
838658,OKALOOSA COUNTY,39044.43,0,43854.7,0
486358,OKALOOSA COUNTY,1883734.35,0,1438937.58,0
562913,OKALOOSA COUNTY,201339.27,0,241607.12,0
541001,OKALOOSA COUNTY,768447.77,0,917729.5,0
465850,OKALOOSA COUNTY,20633.94,0,29956.36,0
589494,OKALOOSA COUNTY,41748.22,0,46044.94,0
907092,OKALOOSA COUNTY,197518.45,0,186646.05,0
515739,OKALOOSA COUNTY,18797.92,0,25580.21,0
809347,OKALOOSA COUNTY,12842.07,0,12931.04,0
137666,OKALOOSA COUNTY,25250.94,0,26458.34,0
874786,OKALOOSA COUNTY,928.11,0,990.6,0
559221,OKALOOSA COUNTY,79531.48,0,130387.08,0
247162,OKALOOSA COUNTY,8661.63,0,6975.06,0
253810,OKALOOSA COUNTY,41354.3,0,39529.09,0
192327,OKALOOSA COUNTY,116517.93,0,101208.4,0
571274,OKALOOSA COUNTY,8711.01,0,10565.13,0
724204,OKALOOSA COUNTY,1487,0,2201.9,0
147039,OKALOOSA COUNTY,12771.36,0,16017.74,0
193318,OKALOOSA COUNTY,9060.04,0,6957.53,0
615282,OKALOOSA COUNTY,2020.08,0,1665.45,0
680026,OKALOOSA COUNTY,284166.2,0,496267.85,0
594538,OKALOOSA COUNTY,38437.54,0,28505.28,0
781700,OKALOOSA COUNTY,3927.92,0,3634.82,0
984848,OKALOOSA COUNTY,120396.47,0,133091.08,0
610699,OKALOOSA COUNTY,956303.52,0,926681.07,0
158137,OKALOOSA COUNTY,608042.59,0,1056826.66,0
493201,OKALOOSA COUNTY,132213.91,0,122817.2,0
482257,OKALOOSA COUNTY,740054.49,0,1262216.22,0
486523,OKALOOSA COUNTY,739751.48,0,667063.5,0
288843,OKALOOSA COUNTY,1849.32,0,1421.28,0
376340,OKALOOSA COUNTY,4167442.62,0,5777075.66,0
591874,OKALOOSA COUNTY,470651.94,0,433795.19,0
635533,OKALOOSA COUNTY,98938.62,0,92407.09,0
459510,OKALOOSA COUNTY,748974.6,748974.6,1154936.81,0
967051,OKALOOSA COUNTY,219144.42,0,231295.98,0
413727,OKALOOSA COUNTY,8321.94,0,7877.22,0
568714,OKALOOSA COUNTY,382809.24,0,345052,0
873338,OKALOOSA COUNTY,2486529,2486529,2073645.83,0
784142,OKALOOSA COUNTY,203490,203490,306651.29,4069.8
663960,OKALOOSA COUNTY,800208,800208,761573.96,0
537983,OKALOOSA COUNTY,40698,40698,50645.45,0
228015,OKALOOSA COUNTY,34938,34938,48600.16,0
122852,OKALOOSA COUNTY,13536,13536,13069.93,0
469724,OKALOOSA COUNTY,39042,39042,37006.19,0
324199,OKALOOSA COUNTY,1728,1728,1727.31,0
199791,OKALOOSA COUNTY,426600,426600,350595.66,8532
773124,OKALOOSA COUNTY,449046,449046,615267.56,0
182215,OKALOOSA COUNTY,86553,86553,90932.58,0
377464,OKALOOSA COUNTY,126648,126648,196988.3,0
647274,OKALOOSA COUNTY,23697,23697,37245.81,0
637261,OKALOOSA COUNTY,6714,6714,6281.28,0
396524,OKALOOSA COUNTY,765,765,884.85,15.3
161803,OKALOOSA COUNTY,228393,228393,295449.18,0
498048,OKALOOSA COUNTY,13473,13473,13968.81,0
137093,OKALOOSA COUNTY,396279,396279,346022.9,0
409641,OKALOOSA COUNTY,129789,129789,187690.47,0
381346,OKALOOSA COUNTY,3483,3483,4029.43,0
746036,OKALOOSA COUNTY,48897,48897,49471.64,0
625114,OKALOOSA COUNTY,2736,2736,2189.94,0
417996,OKALOOSA COUNTY,5155704,5155704,8166635.14,0
435656,OKALOOSA COUNTY,19224,19224,27844.04,0
139250,OKALOOSA COUNTY,66780,66780,72250.62,1335.6
743287,OKALOOSA COUNTY,1143,1143,1594.44,0
597971,OKALOOSA COUNTY,333,333,376.26,0
335302,OKALOOSA COUNTY,1728,1728,2055.67,0
236690,OKALOOSA COUNTY,4068,4068,7188.84,0
614044,OKALOOSA COUNTY,8838,8838,7990.74,0
613017,OKALOOSA COUNTY,794421,794421,867348.85,0
768688,OKALOOSA COUNTY,29250,29250,32558.79,585
774160,OKALOOSA COUNTY,62991,62991,56209.07,0
670560,OKALOOSA COUNTY,64746,64746,59296.98,0
657807,OKALOOSA COUNTY,15786,15786,21523.26,0
783382,OKALOOSA COUNTY,5040,5040,8646.14,100.8
187163,OKALOOSA COUNTY,8406,8406,9834.04,0
557026,OKALOOSA COUNTY,79281,79281,88157.94,0
479705,OKALOOSA COUNTY,1143,1143,1948.22,0
194308,OKALOOSA COUNTY,23670,23670,32045.2,473.4
368553,OKALOOSA COUNTY,10170,10170,14103.67,203.4
496190,OKALOOSA COUNTY,7236,7236,11168.77,0
547412,OKALOOSA COUNTY,47106,47106,36403.52,0
173565,OKALOOSA COUNTY,59175,59175,98608.75,1183.5
471644,OKALOOSA COUNTY,24624,24624,35544.84,0
383282,OKALOOSA COUNTY,6714,6714,8524.97,0
693042,OKALOOSA COUNTY,1728,1728,2426.46,0
105317,OKALOOSA COUNTY,5859,5859,9989.36,0
816245,OKALOOSA COUNTY,46683,46683,38233.38,0
803073,OKALOOSA COUNTY,125838,125838,141472.11,0
988321,OKALOOSA COUNTY,54513,54513,61575.05,0
925937,OKALOOSA COUNTY,81171,81171,125395.56,0
730644,OKALOOSA COUNTY,62073,62073,102892.2,0
482134,OKALOOSA COUNTY,23580000,23580000,16110000,471224.7
125516,OKALOOSA COUNTY,22482,22482,35775.52,0
182810,OKALOOSA COUNTY,5058,5058,7526.98,0
689686,OKALOOSA COUNTY,5769,5769,8897.18,0
745335,OKALOOSA COUNTY,99477,99477,158853.83,0
357563,OKALOOSA COUNTY,3258,3258,3269.83,0
797318,OKALOOSA COUNTY,2493,2493,2415.72,0
123000,OKALOOSA COUNTY,29835,29835,26248.83,596.7
792398,OKALOOSA COUNTY,123192,123192,206100.71,0
320607,OKALOOSA COUNTY,949315.64,0,1268902.76,0
641460,OKALOOSA COUNTY,5413720.59,0,6897155.82,0
182745,OKALOOSA COUNTY,36720000,0,78840000,0
420504,OKALOOSA COUNTY,17910000,0,27450000,0
653409,OKALOOSA COUNTY,2125397.87,0,3340538.84,0
355976,OKALOOSA COUNTY,2055143.45,0,2080462.81,0
884082,OKALOOSA COUNTY,258554.7,258554.7,257619.77,0
102209,OKALOOSA COUNTY,408469.5,408469.5,419583.14,0
215487,OKALOOSA COUNTY,287869.5,287869.5,245506.62,0
471737,OKALOOSA COUNTY,258554.7,258554.7,213714.85,0
927260,OKALOOSA COUNTY,409754.7,409754.7,717868.11,0
702589,OKALOOSA COUNTY,179485.2,179485.2,286866.17,0
402398,OKALOOSA COUNTY,98869.5,98869.5,129031.82,0
875957,OKALOOSA COUNTY,272700,272700,197198.91,0
893906,OKALOOSA COUNTY,98869.5,98869.5,91500.76,0
598292,OKALOOSA COUNTY,56442.6,56442.6,54101.25,0
355578,OKALOOSA COUNTY,78685.2,78685.2,127147.41,0
156004,OKALOOSA COUNTY,78685.2,78685.2,125416.34,0
250802,OKALOOSA COUNTY,78685.2,78685.2,97585.39,0
738022,OKALOOSA COUNTY,78685.2,78685.2,96169.05,0
861105,OKALOOSA COUNTY,56442.6,56442.6,69819.78,0
960463,OKALOOSA COUNTY,56442.6,56442.6,76040.37,0
538138,OKALOOSA COUNTY,56442.6,56442.6,78229.44,0
942785,OKALOOSA COUNTY,52585.2,52585.2,69706.52,0
224136,OKALOOSA COUNTY,637596,0,777816.11,0
393896,OKALOOSA COUNTY,549926.1,0,873509.22,0
946965,OKALOOSA COUNTY,982280.7,0,755675.42,0
931106,OKALOOSA COUNTY,53339.48,0,45608.78,0
449878,OKALOOSA COUNTY,81109.98,0,114872.02,0
378063,OKALOOSA COUNTY,860287.5,860287.5,842145.76,0
210664,OKALOOSA COUNTY,288000,288000,257167.87,8640
911234,OKALOOSA COUNTY,2779036.2,2779036.2,3620306.04,0
213856,OKALOOSA COUNTY,767952,767952,1161456.75,0
203214,OKALOOSA COUNTY,2420185.5,2420185.5,3051176.26,0
588568,OKALOOSA COUNTY,567000,567000,437225.04,17010
554477,OKALOOSA COUNTY,611051.7,0,666928.71,0
321025,OKALOOSA COUNTY,1340170.53,0,2224629.47,0
951282,OKALOOSA COUNTY,1535331.1,0,1748527.17,0
562737,OKALOOSA COUNTY,1082984.67,0,1705336.98,0
938615,OKALOOSA COUNTY,120340.36,0,134267.35,0
194628,OKALOOSA COUNTY,12048.63,0,11738.33,0
874342,OKALOOSA COUNTY,1928.05,0,1725.92,0
734544,OKALOOSA COUNTY,6727.97,0,9833.18,0
963243,OKALOOSA COUNTY,5602.34,0,6893.84,0
403614,OKALOOSA COUNTY,7369.91,0,10328.38,0
108042,OKALOOSA COUNTY,10661.51,0,9255.08,0
409595,OKALOOSA COUNTY,1571.17,0,1151.15,0
165986,OKALOOSA COUNTY,8656.02,0,10965.79,0
336849,OKALOOSA COUNTY,5201.69,0,5260.78,0
245687,OKALOOSA COUNTY,4040.15,0,6179.61,0
547858,OKALOOSA COUNTY,53307.54,0,82800.25,0
906916,OKALOOSA COUNTY,8991.58,0,11003.8,0
668006,OKALOOSA COUNTY,8910.78,0,14466.41,0
518416,OKALOOSA COUNTY,12174.32,0,18407.57,0
643623,OKALOOSA COUNTY,2020.08,0,2121.47,0
926693,OKALOOSA COUNTY,19639.62,0,19641.78,0
395381,OKALOOSA COUNTY,3927.92,0,4892.23,0
953823,OKALOOSA COUNTY,2055.99,0,1546.1,0
174451,OKALOOSA COUNTY,72823.71,0,70207.88,0
498894,OKALOOSA COUNTY,4769.62,0,5059.61,0
751188,OKALOOSA COUNTY,30301.13,0,28223.13,0
572494,OKALOOSA COUNTY,1643117.81,0,2175693.37,0
706173,OKALOOSA COUNTY,16395.15,0,24938.73,0
720644,OKALOOSA COUNTY,2031.3,0,1977.35,0
322646,OKALOOSA COUNTY,1057.17,0,1186.15,0
654622,OKALOOSA COUNTY,28777.09,0,40187.21,0
464553,OKALOOSA COUNTY,24438.42,0,27671.89,0
670821,OKALOOSA COUNTY,1346.72,0,1802.92,0
570426,OKALOOSA COUNTY,4126.56,0,4284.76,0
362631,OKALOOSA COUNTY,13143.95,0,10978.71,0
247880,OKALOOSA COUNTY,392.79,0,326.14,0
437580,OKALOOSA COUNTY,754.16,0,940.61,0
252203,OKALOOSA COUNTY,67335.83,0,58963.97,0
376260,OKALOOSA COUNTY,14421.09,0,19901.11,0
966934,OKALOOSA COUNTY,2020.08,0,2214.41,0
472053,OKALOOSA COUNTY,255331.87,0,333621.73,0
155170,OKALOOSA COUNTY,116659.33,0,154303.55,0
383762,OKALOOSA COUNTY,78210.57,0,112483.07,0
311678,OKALOOSA COUNTY,31423.39,0,34446.32,0
392740,OKALOOSA COUNTY,9379.88,0,14709.16,0
338463,OKALOOSA COUNTY,673.36,0,778.17,0
742057,OKALOOSA COUNTY,4399.27,0,4652.39,0
769118,OKALOOSA COUNTY,9379.88,0,8669.82,0
599926,OKALOOSA COUNTY,12625.47,0,10941.13,0
422230,OKALOOSA COUNTY,3366.79,0,3929.01,0
301651,OKALOOSA COUNTY,22408.24,0,23357.46,0
383830,OKALOOSA COUNTY,39444.21,0,55646.63,0
163854,OKALOOSA COUNTY,178843.98,0,148275.96,0
662565,OKALOOSA COUNTY,2581.21,0,3541.78,0
660484,OKALOOSA COUNTY,5325.14,0,5374.07,0
617248,OKALOOSA COUNTY,12906.03,0,22693.04,0
825861,OKALOOSA COUNTY,4384236.19,0,5894342.5,0
231197,OKALOOSA COUNTY,4264.6,0,5722.56,0
916258,OKALOOSA COUNTY,3591.24,0,3008.73,0
161758,OKALOOSA COUNTY,2468.98,0,3183.36,0
887223,OKALOOSA COUNTY,275740.24,0,407614.67,0
383344,OKALOOSA COUNTY,1048194.49,0,817509.95,0
459625,OKALOOSA COUNTY,4994.07,0,4483.43,0
693149,OKALOOSA COUNTY,104819.45,0,147367.76,0
351043,OKALOOSA COUNTY,27000,27000,45241.2,0
844929,WALTON COUNTY,64195.2,64195.2,84384.27,0
774573,WALTON COUNTY,55024.2,55024.2,72858.09,0
660510,WALTON COUNTY,42780.6,42780.6,65069.29,0
112074,WALTON COUNTY,55800,55800,78680.68,1116
982904,WALTON COUNTY,21267.18,0,27756.86,0
507519,WALTON COUNTY,71370000,71370000,100800000,0
532294,WALTON COUNTY,772290.9,0,707109.55,0
835886,WALTON COUNTY,205567.2,0,163277.3,0
161671,WALTON COUNTY,1230175.8,0,1781048.52,0
223349,WALTON COUNTY,1221435,0,2114279.56,0
320534,WALTON COUNTY,3372657.3,0,4190836.98,0
776158,WALTON COUNTY,1680724.8,0,2904690.79,0
606616,WALTON COUNTY,27810,0,43696.88,0
812455,WALTON COUNTY,6431697,0,8145667.07,0
555701,WALTON COUNTY,2705.4,0,4268.64,0
963672,WALTON COUNTY,216000,216000,299849.47,10800
137571,WALTON COUNTY,4331700,4331700,5742209.81,0
330767,WALTON COUNTY,5031.9,5031.9,5790.29,0
412319,WALTON COUNTY,133020,133020,125556.51,0
240615,WALTON COUNTY,133020,133020,187055.78,0
118770,WALTON COUNTY,133020,133020,210703.68,0
767744,WALTON COUNTY,133020,133020,137792.76,0
167183,WALTON COUNTY,133020,133020,214039.82,0
849883,WALTON COUNTY,133020,133020,170325.19,0
310361,WALTON COUNTY,133020,133020,135680.4,0
650883,WALTON COUNTY,133020,133020,144512.93,0
876881,WALTON COUNTY,133020,133020,152218.78,0
161574,WALTON COUNTY,223020,223020,325576.64,0
593465,WALTON COUNTY,2491534.8,2491534.8,3870728.87,0
413972,WALTON COUNTY,5591003.55,0,9810000,0
430801,WALTON COUNTY,53100,0,59530.41,0
542491,WALTON COUNTY,1754103.28,0,1408109.91,0
141830,WALTON COUNTY,1410039.01,0,2107145.38,0
913792,WALTON COUNTY,3866697.9,3866697.9,4412188.44,0
899387,WALTON COUNTY,2363103.9,2363103.9,2222050.23,0
922176,WALTON COUNTY,1080000,1080000,1412258.76,0
508612,WALTON COUNTY,975414.6,975414.6,1424148.23,0
453383,WALTON COUNTY,945000,945000,1036150.92,0
988066,WALTON COUNTY,842880.6,842880.6,1080084.06,0
447991,WALTON COUNTY,389835,389835,550421.68,0
993055,WALTON COUNTY,269640,269640,310625.28,0
322842,WALTON COUNTY,266535,266535,303834.97,0
521572,WALTON COUNTY,219240,219240,360946.21,0
